activity_id,alt_activity_ids,title,description_cut,description_fill
1090514,,Vé Suối Nước Nóng Minera Bình Châu,"* Khám phá Minera Hot Springs Binh Chau, suối khoáng nóng tự nhiên độc đáo và duy nhất tại miền Nam Việt Nam.
* Tận hưởng điểm đến suối khoáng thư giãn chỉ cách Thành phố Hồ Chí Minh khoảng 2 giờ",
1091321,,Tour Thành Phố Huế Cả Ngày,"- Bắt đầu chuyến khám phá Huế cả ngày, chiêm ngưỡng vẻ đẹp đa chiều và nên thơ của sông Hương huyền thoại.
- Tham quan Đại Nội Huế, kinh thành của triều Nguyễn - triều đại phong kiến cuối cùng của Việ",
1092992,,"Vé vào cổng VinKE & Vinpearl Aquarium Times City, Hà Nội","Khám phá VinKE và Thủy cung Vinpearl tại Vincom Mega Mall Times City, điểm đến lý tưởng cho các gia đình và trẻ nhỏ tại Hà Nội.

- Trải nghiệm thế giới nghề nghiệp mơ ước thông qua các trò chơi hướng",
1096406,,"Vé Cáp Treo Sun World Cat Ba tại Hải Phòng, Việt Nam","Chiêm ngưỡng toàn cảnh ""viên ngọc"" của Vịnh Bắc Bộ từ cáp treo Sun World Cat Ba, kết nối từ trung tâm đảo Cát Hải đến thị trấn Cát Bà.

- Khám phá vẻ đẹp kỳ vĩ của đảo Cát Bà với địa hình tựa sơn hướn",
1102266,,Tour Chợ Nổi Cần Thơ & Đồng Bằng Sông Cửu Long - Tối đa 6 Khách,"Trải nghiệm tinh thần đích thực của Đồng bằng sông Cửu Long với chuyến du thuyền sáng sớm đến Chợ nổi Cái Răng, được hướng dẫn bởi một người địa phương, người chia sẻ những câu chuyện đằng sau cuộc sống sông nước sôi động này. Thưởng thức bữa sáng o",
1102857,,Tour Cả Ngày Thác Bản Giốc và Núi Mắt Thiên Thần - Cao Bằng,"Khám phá những điểm nổi bật của Cao Bằng trong một ngày với chuyến tham quan cả ngày này, hoàn hảo cho những du khách có thời gian hạn hẹp muốn trải nghiệm những kỳ quan thiên nhiên mang tính biểu tượng nhất của khu vực. Khám phá UNESCO",
1104769,,Trải nghiệm đường đi xe đạp nông thôn Cần Thơ - Thân thiện với gia đình,"Tận hưởng sự tự do khám phá vùng nông thôn Cần Thơ theo tốc độ của riêng bạn trên con đường đạp xe nông thôn này. Trải nghiệm này phù hợp cho các gia đình, với các lựa chọn cho trẻ nhỏ đi cùng và trẻ lớn hơn",
1113461,,Vé tham quan Đài quan sát Lotte Hanoi Sky,"Chiêm ngưỡng toàn cảnh thủ đô từ Đài quan sát Lotte Hanoi Sky, một trong những điểm cao nhất thành phố. Tận hưởng góc nhìn bao quát từ trên cao để ngắm nhìn sự nhộn nhịp của phố phường và những danh l",
1123593,,Vũng Tàu đến Sân bay Hồ Chí Minh (SGN) - Đưa đón riêng,"Tận hưởng chuyến khởi hành dễ dàng từ Vũng Tàu đến Sân bay Hồ Chí Minh (SGN) với dịch vụ đưa đón riêng tận nơi. Tài xế sẽ đón bạn đúng giờ đã hẹn, đảm bảo một chuyến đi thoải mái trực tiếp",
1126037,,[Giảm giá 10%] Vé Công viên nước The Amazing Bay - TP.HCM,"Khám phá The Amazing Bay, công viên nước siêu lớn tại Thành phố Hồ Chí Minh với 5 kỷ lục ấn tượng, bao gồm biển nhân tạo và sóng nhân tạo cao nhất Việt Nam.

- Quy mô rộng hơn 25 héc-ta với đa dạng cá",
1126821,,Tour 4 ngày vòng quanh Hà Giang cùng hướng dẫn viên chuyên nghiệp,Ở vùng cao phía bắc Việt Nam là nơi có con đường uốn lượn qua những hẻm núi hùng vĩ và những con đường đèo ngoạn mục. Đường vòng Hà Giang là giấc mơ trở thành hiện thực đối với những du khách thích phiêu lưu,
1128445,,Tiệc Lặn & Bar Nổi Rạn San Hô Từ Nha Trang,Trải nghiệm vùng biển sôi động của Nha Trang với chuyến lặn ngắm san hô và tiệc bar nổi. Khám phá vẻ đẹp dưới nước của đảo Đồng Tâm và thư giãn với nhiều loại thức uống giải khát và món ăn hấp dẫn,
1129001,,Tour Hà Giang 3 Ngày 2 Đêm,Đường vòng Hà Giang được ca ngợi là một trong những cung đường lái xe ngoạn mục nhất thế giới. Nâng cao trải nghiệm của bạn về phong cảnh núi non tuyệt đẹp trên xe máy giúp bạn tránh khỏi những rắc rối khi sắp xếp,
1129195,,DIFF 2026 | Vé tham dự Lễ hội Pháo hoa Quốc tế Đà Nẵng | Nhận voucher miễn phí trên KKday,"Nhận nhiều loại voucher hấp dẫn, bao gồm vé xem
Áo Dài Show
,
Bảo tàng Đà Nẵng
, cùng",
1136746,,Paradise Delight - Du Thuyền Ẩm Thực Ngày & Đêm Lớn Nhất Vịnh Hạ Long,"Khám phá du thuyền ăn tối lớn nhất Vịnh Hạ Long, với bốn tầng và sức chứa lên đến 360 khách, mang đến trải nghiệm ẩm thực độc đáo trên Vịnh Hạ Long. Thưởng thức bữa tiệc buffet tinh tế với hơn 100 món",
1137154,,Tour Nhóm Nhỏ Ninh Bình - Trải Nghiệm Vespa từ Hà Nội,"* Bắt đầu tour nhóm nhỏ từ Hà Nội để khám phá Ninh Bình, nơi bạn sẽ đắm mình trong lịch sử phong phú và phong cảnh ngoạn mục.
* Trải nghiệm chuyến đi Vespa kéo dài 2 giờ trên những con đường đồng",
1137294,,Vé Xe Buýt Hai Tầng Tham Quan Huế - City Sightseeing,"* Khám phá các danh lam thắng cảnh của thành phố Huế theo cách riêng của bạn trên chuyến xe buýt hai tầng. Tự do lên xuống tại các điểm nổi bật như Bến thuyền Tòa Khâm, chợ Đông Ba, chùa Thiên Mụ, g",
1137882,,Vé Cáp Treo Sun World Cát Bà tại Hải Phòng,"Trải nghiệm cáp treo Sun World Cat Ba tại Hải Phòng để chiêm ngưỡng toàn cảnh vẻ đẹp hùng vĩ của đảo Cát Bà từ trên cao. Hành trình băng qua những dãy núi đá vôi và rừng cây xanh mướt, mở ra tầm nhìn",
1138414,,Vé Bảo Tàng Cà Phê Thế Giới tại Tây Nguyên,"- Sở hữu vé vào cửa Bảo tàng Cà phê Thế giới tại Tây Nguyên để khám phá không gian tương tác và mở, nơi bạn có thể tham quan và thỏa mãn niềm đam mê cà phê.
- Chiêm ngưỡng bộ sưu tập hơn 10.000 hiện v",
1138790,,Vé Vinpearl Safari Phú Quốc,"- Khám phá Vinpearl Safari Phú Quốc, một công viên safari độc đáo và vườn thú mở hàng đầu tại Việt Nam
- Tham gia chuyến xe buýt đặc biệt ""Người nhốt, thú thả"" để chiêm ngưỡng cận cảnh nhiều loài động",
1138899,1230651,Tour Riêng Đồng Bằng Sông Cửu Long Trong Ngày,"Khám phá Đồng bằng sông Cửu Long trong chuyến đi trong ngày riêng tư, chiêm ngưỡng vẻ đẹp miền Nam Việt Nam cùng hướng dẫn viên nói tiếng Anh. Du khách sẽ lên thuyền để chiêm ngưỡng những làng chài tu",
1139187,,Vé vào cổng Công viên Tropicana,"Khám phá Tropicana Park tại Vũng Tàu, điểm đến giải trí sôi động với nhiều trò chơi hấp dẫn và không gian rực rỡ sắc màu. Du khách có thể tự do trải nghiệm các khu vực vui chơi đa dạng, phù hợp cho cả",
1139212,,"Tour Cano 4 Đảo Phú Quốc, Cáp Treo & Công Viên Nước Aquatopia","Khám phá vẻ đẹp hoang sơ của đảo Phú Quốc với hành trình tham quan 4 đảo bằng cano, kết hợp trải nghiệm cáp treo và công viên nước Aquatopia.

- Ghé thăm các hòn đảo tuyệt đẹp trong ngày để tận hưởng",
1139305,,Vé VinWonders Nha Trang,"Khám phá VinWonders Nha Trang, một quần thể giải trí sôi động tại thành phố biển, nơi bạn có thể trải nghiệm cáp treo vượt biển độc đáo và khám phá nhiều khu vực vui chơi hấp dẫn.

* Lựa chọn vé để",
1139337,,Tour Chợ Nổi Cái Răng - ĐBSCL 2N1Đ từ TP.HCM,"Khám phá vẻ đẹp quyến rũ của miền Nam Việt Nam trong chuyến **tour 2 ngày 1 đêm** đến **Đồng bằng sông Cửu Long** từ **TP. Hồ Chí Minh**. Du khách sẽ **du thuyền sông Mekong** thư thái, ghé thăm các n",
1140141,,Tour Đảo Khỉ Cần Giờ - Khu Dự Trữ Sinh Quyển Trong Ngày,"- Khám phá Đảo Khỉ và Khu dự trữ sinh quyển Cần Giờ với nhiều lựa chọn tour trong ngày, từ đoàn lớn, đoàn nhỏ đến VIP Dcar và tour riêng.
- Tham quan rừng ngập mặn Cần Giờ rộng lớn và chiêm ngưỡng hơn",
1140625,,Vé Biểu Diễn Ca Huế Truyền Thống Trên Sông Hương,"* Thưởng thức buổi biểu diễn ca Huế truyền thống trên sông Hương thơ mộng, khám phá loại hình giải trí yêu thích của giới quý tộc xưa.
* Tìm hiểu về một trong ba loại hình ca nhạc thính phòng Việt",
1141442,,Tràng An & Bái Đính Di Sản UNESCO - Tour Cả Ngày,"- Khám phá hai điểm đến du lịch nổi tiếng của Việt Nam trong chuyến tour trong ngày dành cho nhóm lớn, đưa bạn đến Tràng An và Bái Đính.
- Tham quan Quần thể Danh thắng Tràng An, một Di sản UNESCO đượ",
1141674,,"Du Thuyền Dragonfly Trong Ngày: Vịnh Hạ Long, Hang Thiên Cung","Khám phá Vịnh Hạ Long, Di sản Thế giới UNESCO nổi tiếng của Việt Nam, trong một chuyến du thuyền trong ngày. Du khách sẽ có cơ hội chiêm ngưỡng những cột đá vôi cổ kính và các đảo nhỏ xinh đẹp khi du",
1142312,,Vé xe buýt Hop On Hop Off Thành phố Hồ Chí Minh,"Khám phá Thành phố Hồ Chí Minh với vé xe buýt Hop On Hop Off linh hoạt.

- Vé tham quan Thành phố Hồ Chí Minh Hop On Hop Off có thời hạn 4 giờ
- Bao gồm 01 vé vào cổng Bảo tàng Chứng tích Chiến tranh",
1142495,,Vé Cáp Treo Núi Bà Đen Sun World tại Tây Ninh,"Khám phá núi Bà Đen tại Tây Ninh bằng cáp treo Sun World để chiêm ngưỡng vẻ đẹp thiên nhiên hùng vĩ và quần thể kiến trúc tâm linh đặc sắc. Từ ""nóc nhà Nam Bộ"", bạn có thể ngắm nhìn toàn cảnh cảnh qua",
1143354,,Vé Bảo Tàng Làng Chài 3D tại Phan Thiết,"- Khám phá cuộc sống của ngư dân cổ xưa tại làng chài Phan Thiết.
- Trải nghiệm hóa thân thành ngư dân, tự tay làm cá và muối, đồng thời dạo quanh khu phố cổ Phan Thiết đầy lịch sử.
- Tìm hiểu bí quyế",
1143607,,Vé Tham Quan Grand World Phú Quốc,"Khám phá các điểm tham quan độc đáo tại Grand World Phú Quốc, một phần của Phu Quoc United Center sôi động. Vé vào cửa cho phép bạn ghé thăm Bảo tàng Gấu Teddy, thưởng thức show Tinh hoa Việt Nam và t",
1143916,,Vé Xem Múa Rối Nước Nha Trang Life tại Nhà Hát Đó,"* Khám phá một trải nghiệm văn hóa độc đáo tại Nha Trang với vé xem múa rối Life Puppets tại Nhà hát Do.
* Thưởng thức nghệ thuật múa rối Life Puppets kế thừa di sản múa rối nước truyền thống, tạo",
1143991,,Vé tham quan Fresh Garden và Fresh Zoo tại Đà Lạt,"Khám phá Fresh Garden và Fresh Zoo tại thành phố Đà Lạt, nơi kết hợp giữa những vườn hoa rực rỡ và không gian thiên nhiên xanh mát. Du khách có thể dạo bước giữa những thảm hoa đa sắc màu và tương tác",
1145337,,"Tour tham quan 3 đảo Buồm, Gầm Ghì và Mây Rút bằng thuyền","Khám phá thiên đường nhiệt đới Phú Quốc với hành trình tham quan ba hòn đảo Buồm, Gầm Ghì và Mây Rút bằng tàu.

- Chiêm ngưỡng vẻ đẹp của những bãi cát trắng mịn và khung cảnh hoàng hôn rực rỡ trên bi",
1146192,,Trải Nghiệm Vượt Chướng Ngại Vật Trên Cao tại Đà Lạt,"- Khám phá khóa học đu dây trên cao đầy thử thách tại Đà Lạt, với 7 khu vực hoạt động được thiết kế đa dạng cấp độ khó, phù hợp cho mọi lứa tuổi.
- Trải nghiệm cảm giác bay lượn trên không trung cùng",
1146506,,Tour Đồng Bằng Sông Cửu Long TP. Hồ Chí Minh - Limousine,"- Khám phá vẻ đẹp miền Nam Việt Nam trong chuyến tour trong ngày có hướng dẫn đến Đồng bằng sông Cửu Long từ TP. Hồ Chí Minh.
- Du thuyền dọc theo những con kênh rợp bóng dừa và tham quan Chùa Vĩnh Tr",
1146864,,Trải Nghiệm Zipline tại Datanla Đà Lạt,"- Chinh phục đường trượt Zipline dài 1500m tại Datanla Đà Lạt, lướt qua khung cảnh hùng vĩ của thác Datanla.
- Cảm nhận adrenaline lan tỏa khi bạn vượt qua giới hạn bản thân, hòa mình vào thiên nhiên",
1147000,,Tour Vũng Tàu Trọn Gói Cả Ngày Từ Hồ Chí Minh,"- Bắt đầu chuyến khám phá Vũng Tàu trong ngày từ Hồ Chí Minh, cảm nhận cát mịn dưới chân, làn gió biển mát lành và hương vị mặn mòi của biển cả.
- Đắm mình trong làn nước biển trong xanh tại Bãi biển",
1148179,,"Trải nghiệm Alpine Coaster mới tại Datanla, Đà Lạt","Trải nghiệm cảm giác mạnh cùng xe trượt Alpine Coaster mới tại thác Datanla, Đà Lạt, băng qua những cánh rừng xanh mướt.

- Chinh phục đường trượt dài 2.400 mét, một trong những cung đường trượt dài n",
1149119,,Tour VIP Đồng bằng sông Cửu Long - Limousine & Xuồng ba lá,"- Tạm rời xa nhịp sống hối hả của thành phố và tận hưởng chuyến phiêu lưu trong ngày đến đồng bằng sông Cửu Long
- Tham quan nhiều địa điểm nổi tiếng như chùa Vĩnh Tràng, một trong những ngôi chùa lớn",
1149125,1547007,Vé Công viên Suối khoáng nóng Núi Thần Tài tại Đà Nẵng,"### Bạn có thể mua vé xe Bus từ Đà Nẵng đi Núi Thần Tài [tại đây](https://www.klook.com/activity/86442-shuttle-bus-da-nang-nui-than-tai-hoa-phu-thanh/)

- Khu Du Lịch Suối Khoáng Nóng Núi Thần Tài, mộ",
1149216,,Vé Múa Rối Nước Thăng Long tại Hà Nội,"- Khám phá nghệ thuật múa rối nước cổ xưa hấp dẫn của Việt Nam với chương trình múa rối nước Thăng Long ấn tượng
- Chứng kiến buổi diễn tại một trong những nhà hát nổi tiếng nhất nằm ở trung tâm Hà Nộ",
1149336,,"Vé Đài Quan Sát Landmark 81 Saigon Skyview, Thành phố Hồ Chí Minh",,
1154918,,Tour Xe Máy Hà Giang 4 Ngày - Làng Dân Tộc & Mã Pí Lèng,"Trải nghiệm chuyến phiêu lưu bằng xe máy kéo dài 4 ngày qua những vùng núi xa xôi của Việt Nam, được hướng dẫn bởi những người lái xe dễ tính và được thiết kế để mang lại nhịp độ thoải mái, không vội vã. Chuyến tham quan độc đáo này cho phép bạn đắm mình trong",
1155627,,Tour 3N2Đ - Khám Phá Miền Tây - Từ TP.HCM,"* Bắt đầu hành trình khám phá Miền Tây 3 ngày 2 đêm từ TP.HCM, ghé thăm Mỹ Tho và Bến Tre. Tại Mỹ Tho, du khách có thể chèo thuyền tham quan Cồn Lân, dừng chân tại xưởng thủ công truyền thống, thưởn",
1156842,,Vé Tắm Khoáng Hilton Onsen Quang Hanh,"Khám phá trải nghiệm Onsen Quang Hanh tại Hilton Onsen, nơi bạn có thể thư giãn với 25 bồn tắm Onsen độc đáo và 18 bồn tắm chum riêng biệt, dành cho cả nam và nữ. Tận hưởng không gian thư giãn và trị",
1159514,,Trải Nghiệm Onsen KOBI tại Huế - Việt Nam,"Khám phá trải nghiệm Onsen Huế độc đáo tại KOBI Onsen Huế, một suối nước nóng Nhật Bản đích thực ở Việt Nam. Đắm mình vào làn nước ấm áp và hơi nước dịu nhẹ, giúp thư giãn cơ thể và tinh thần.

- Khám",
1162401,,[Giảm giá 30%] Trải nghiệm spa Trees | Đà Nẵng | Đón khách miễn phí,"Khám phá Trees Spa Đà Nẵng, một không gian thư giãn tinh tế tọa lạc tại trung tâm thành phố, gần sông Hàn và Vincom Plaza Đà Nẵng. Tại đây, bạn có thể tận hưởng các trải nghiệm spa và massage Đà Nẵng",
1165733,,"của anh ấy Tour tham quan Bến Tre Mekong trong ngày - Xe tay ga, Thuyền buồm, Trải nghiệm ẩm thực","Trải nghiệm chuyến phiêu lưu Ben Tre đích thực kéo dài cả ngày, kết hợp giữa niềm vui, thư giãn và văn hóa địa phương ở trung tâm Đồng bằng sông Cửu Long. Đi xe tay ga hoặc tuktuk qua các làng quê, băng qua sông Mê Kông",
1166816,,Vé Mango Beach Phan Thiết,"Khám phá Mango Beach Phan Thiết, một khu phức hợp độc đáo và đầy màu sắc, thu hút du khách đến với thành phố biển Phan Thiết. Với vé vào cổng Mango Beach, bạn sẽ bước vào không gian rộng rãi, thoáng đ",
1171420,,Vé vào cổng NovaDreams Phan Thiết | Việt Nam,"Khám phá NovaDreams Phan Thiet, tổ hợp giải trí sôi động kết hợp hài hòa giữa vẻ đẹp thiên nhiên và các hoạt động vui chơi độc đáo tại Bình Thuận.

- Trải nghiệm 5 phân khu chủ đề đặc sắc: Công viên n",
1172666,,Vé Bãi Biển Mango Phan Thiết,"* Khám phá Mango Beach Phan Thiết, một khu giải trí độc đáo và đầy màu sắc nằm dọc bờ biển thành phố Phan Thiết.
* Trải nghiệm cầu trượt phao màu sắc với tầm nhìn ra biển, lý tưởng để vui chơi cùn",
1177842,,Ẩm Thực Hoàng Gia tại Nhà Hàng Cung Đình - Huế,"Khám phá trải nghiệm ẩm thực hoàng gia và đặc sản địa phương tại Nhà hàng Cung Đình ở Huế, Việt Nam. Hòa mình vào văn hóa Huế phong phú, thưởng thức tinh hoa ẩm thực và khám phá di sản lịch sử của cố",
1180172,,Du Thuyền Sang Trọng Diamond Era - Vịnh Hạ Long,"- Khám phá Vịnh Hạ Long trên du thuyền Diamond Era sang trọng, một trong những du thuyền lớn với sức chứa hơn 100 khách, mang đến không gian rộng rãi cho chuyến tour trong ngày của bạn.
- Chiêm ngưỡng",
1188254,,Vé vào cổng Công viên Chủ đề Suối Tiên,"Khám phá Suoi Tien Theme Park, công viên giải trí độc đáo được thiết kế dựa trên những truyền thuyết Việt Nam, thần thoại Phật giáo và văn hóa dân gian.

- Gói vé bao gồm Games Pass, cho phép bạn lựa",
1195473,,Đưa đón sân bay Đà Nẵng đi Hội An hoặc ngược lại,"Di chuyển giữa Đà Nẵng và Hội An bằng dịch vụ đưa đón bằng ô tô riêng, cung cấp các lựa chọn đón và trả khách linh hoạt giữa sân bay, ga xe lửa hoặc khách sạn ở trung tâm thành phố.

- Dịch vụ bao gồm chuyển khoản từ",
1195624,,Show Ký ức Hội An & Vé Công viên Ấn tượng Hội An,"Trải nghiệm Chương trình Ký ức Hội An và khám phá Công viên Chủ đề Ấn tượng Hội An để khám phá lịch sử phong phú của Di sản Thế giới được UNESCO công nhận này. Nằm trong vùng đất ký ức Hội An, buổi biểu diễn ngoài trời",
1197256,,Dịch vụ đưa đón bằng ô tô riêng: Khách sạn Hội An đi Đà Nẵng,Đi từ khách sạn của bạn ở Hội An trở lại Đà Nẵng hoặc Sân bay Quốc tế Đà Nẵng bằng phương tiện riêng có máy lạnh. Dịch vụ đưa đón trực tiếp này mang lại sự linh hoạt về thời gian khởi hành và cửa,
1198574,,Du ngoạn Vịnh Hạ Long với Bữa trưa Tự chọn - Diamond Era,"Khám phá vẻ đẹp ngoạn mục của Vịnh Hạ Long trên Diamond Era, một hành trình có thiết kế trang nhã, hiện đại. Hành trình ""Tuyến 2"" kéo dài 6 giờ này cho phép bạn khám phá những điều kỳ diệu của thế giới này",
1204904,,Việt Nam: Yoko Onsen Quang Hanh,"Một trong ba suối nước khoáng có nồng độ brom cao nhất thế giới.
Được thực hiện bởi các kiến ​​trúc sư và thợ thủ công hàng đầu Nhật Bản, tọa lạc giữa núi rừng Quang H đẹp như tranh vẽ",
1208068,,Vé Vào Cửa Tắm Bùn & Mát Xa Versailles Phú Quốc,"- Tận hưởng dịch vụ spa bùn tại đảo Phú Quốc, mang đến khoảnh khắc thư giãn cho cơ thể và tâm trí.
- Khám phá các tiện ích tại Versailles Mud Spa, bao gồm bể sục Jacuzzi, bãi biển riêng và hồ bơi, bổ",
1213495,,Dịch vụ đưa đón riêng - Cảng Phú Mỹ tới Sân bay Hồ Chí Minh (SGN),Tận hưởng dịch vụ đưa đón riêng liền mạch từ Cảng du thuyền Phú Mỹ đến Sân bay Hồ Chí Minh (SGN) với dịch vụ đưa đón tận nơi và không có phí ẩn. Tài xế chuyên nghiệp sẽ gặp bạn với bảng tên tại,
1213914,,Vượt thác cả ngày ở Đà Lạt kèm bữa trưa,"Trải nghiệm cảm giác hồi hộp khi vượt thác ở Đà Lạt, nơi những người tìm kiếm phiêu lưu có thể thử thách bản thân bằng cách lao xuống những thác nước tuyệt đẹp. Hoạt động ngoài trời cả ngày này cho phép bạn hòa mình vào thiên nhiên",
1219605,,Chuyến tham quan bờ biển riêng tại Thành phố Hồ Chí Minh - Tour xe buýt nước,"Khám phá Thành phố Hồ Chí Minh với chuyến tham quan bờ biển riêng bắt đầu bằng chuyến xe buýt nước Sài Gòn ngắm cảnh, mang đến tầm nhìn độc đáo ra dòng sông nhìn ra đường chân trời và các thắng cảnh rực rỡ của thành phố. Sau hành trình, điểm kinh nghiệm",
1219711,,Tour Riêng Đồng Bằng Sông Cửu Long - Mỹ Tho Và Bến Tre Từ Cảng Tàu,"Khám phá nền văn hóa sôi động và vẻ đẹp tự nhiên của miền Nam Việt Nam trong chuyến du lịch đồng bằng sông Cửu Long riêng, đi từ cảng du lịch đến Mỹ Tho và Bến Tre. Vùng được gọi là Cửu Long hay Cửu Long",
1221518,,"Tour Đà Lạt Cả Ngày - Langbiang, Crazy House, Thác Datanla","Trải nghiệm một ngày đầy hành động ở Đà Lạt với tour khám phá cả ngày kết hợp phiêu lưu và kiến ​​trúc độc đáo. Hãy thực hiện thử thách chinh phục đỉnh núi Lang Biang, tận hưởng cảm giác hồi hộp o",
1223713,,Vé Samten Hills Đà Lạt,"- Khám phá Samten Hills Đà Lạt, một điểm đến văn hóa và tâm linh đầy mê hoặc, với kiến trúc độc đáo lấy cảm hứng từ di sản văn hóa vùng Himalaya.
- Chiêm ngưỡng bánh xe cầu nguyện lớn nhất thế giới, đ",
1224919,,Tour Cao Bằng - Thác Bản Giốc và Động Ngườm Ngao,Khám phá vẻ đẹp ngoạn mục của Cao Bằng trong chuyến tham quan một ngày bao gồm Thác Bản Giốc tuyệt đẹp và Động Ngườm Ngao hấp dẫn. Hành trình này không chỉ có những vùng đất thiên nhiên ngoạn mục,
1235748,,Dịch Vụ Đưa Đón Riêng - Sân Bay Đồng Hới Đến Phong Nha,"Di chuyển liền mạch giữa Sân bay Đồng Hới và Phong Nha với dịch vụ đưa đón riêng được biết đến với đội xe đa dạng và hỗ trợ chu đáo. Tận hưởng Wi-Fi miễn phí, giao tiếp trực tiếp với tài xế của bạn",
1235987,,Tour ẩm thực Hà Nội - Trải nghiệm đi dạo ẩm thực đường phố,"Khám phá hương vị sôi động của Hà Nội với chuyến tham quan ẩm thực đi bộ qua khu phố cổ quyến rũ của thành phố. Thưởng thức ẩm thực đường phố Việt Nam đích thực, khám phá những khu chợ nhộn nhịp và những con hẻm khuất, và trải nghiệm",
1236872,,Vé VinWonders Phú Quốc - Safari Phú Quốc (Tùy chọn Công viên Chủ đề),"Khám phá thế giới kỳ ảo tại VinWonders Phú Quốc và Vinpearl Safari, nơi quy tụ những khu vui chơi theo chủ đề đa dạng và sống động.

- Chiêm ngưỡng thế giới tự nhiên với 150 loài động vật và hơn 400 l",
1247031,,Vé vào cổng Thung lũng Tình yêu Đà Lạt,"Khám phá Thung lũng Tình yêu tại Đà Lạt, một điểm đến lãng mạn với những khung cảnh thiên nhiên thơ mộng và thơ mộng. Dạo bước giữa những vườn hoa rực rỡ và chiêm ngưỡng vẻ đẹp bình yên của hồ nước tr",
1247509,,Vé vào cổng Thủy cung Lotte World Hà Nội - Vào cửa thủy cung,"Đắm mình vào những kỳ quan của Thủy cung Lotte World Hà Nội, thủy cung trong nhà lớn nhất Việt Nam, nơi có hơn 31.000 sinh vật biển hấp dẫn đang chờ đợi. Hành trình qua 67 xe tăng trên diện tích 9.094 mét vuông, có hướng dẫn b",
1249738,,"Trải nghiệm Xe trượt Alpine tại Bản Mông, Sa Pa","Trải nghiệm cảm giác mạnh cùng Alpine Coaster tại Bản Mông, Sa Pa, nơi bạn có thể phiêu lưu giữa khung cảnh hùng vĩ của dãy núi Hoàng Liên Sơn.

- Chinh phục đường trượt dài xuyên qua những cảnh quan",
1251400,,Tour tư nhân sinh thái tại Cần Thơ - Tham quan Chợ nổi và Khu bảo tồn thiên nhiên,"Khám phá nét quyến rũ đích thực của Đồng bằng sông Cửu Long trong chuyến du lịch sinh thái riêng ở Cần Thơ, kết hợp văn hóa địa phương với vẻ đẹp tự nhiên. Bắt đầu ngày mới với bữa sáng tại Chợ Nổi Cái Răng sôi động, tìm hiểu",
1251678,,Vé Cáp Treo Vinpearl Harbour Nha Trang,"Khám phá Vinpearl Harbour Nha Trang bằng cáp treo vượt biển, nơi bạn có thể chiêm ngưỡng toàn cảnh vịnh Nha Trang từ độ cao 60m và trải nghiệm thiên đường giải trí bên bờ biển.

- Vui chơi tại thị trấ",
1253075,,Tour tàu lửa di sản - Huế đến Đà Nẵng hoặc ngược lại,"Hãy trải nghiệm ""Chuyến tàu di sản"" để có hành trình tham quan đáng nhớ giữa Huế và Đà Nẵng, kết hợp giao thông vận tải với cảnh quan tuyệt đẹp của miền Trung Việt Nam. Chuyến tàu này được thiết kế để làm nổi bật thứ",
1256071,,"Tour trekking, chèo ván đứng và lặn với ống thở - Nhon Ly","Experience an action-packed day in Quy Nhon with trekking, stand-up paddleboarding, and snorkeling in Nhơn Lý. Begin with a hike up Phuong Mai Mountain for panoramic ocean views, then paddle along the",
1259234,,[Giảm 20%] Xe đưa đón riêng Hội An - Đà Nẵng và ngược lại,"Di chuyển thuận tiện giữa Hội An và Đà Nẵng với dịch vụ xe đưa đón riêng, phù hợp cho hành trình khám phá miền Trung.

- Xe đón trong vòng 30 phút sau khi đặt
- Tài xế giàu kinh nghiệm cùng hệ thống x",
1262285,,Vé vào cổng Sun World Ba Na Hills,"Khám phá Sun World Ba Na Hills, khu phức hợp giải trí và nghỉ dưỡng nổi tiếng tại Việt Nam, nằm cách trung tâm thành phố Đà Nẵng khoảng 20 km.

- Tọa lạc ở độ cao 1.487 mét so với mực nước biển với kh",
1262425,,Du Thuyền Sông Hàn Buổi Tối trên Du Thuyền Mỹ Xuân - Đà Nẵng,"- Khám phá sông Hàn Đà Nẵng trên hành trình du thuyền buổi tối cùng du thuyền My Xuan, ngắm nhìn những cây cầu nổi tiếng như cầu Sông Hàn, cầu Rồng và cầu Trần Thị Lý.
- Khi màn đêm buông xuống, chiêm",
1262444,1542019,Vé vào cổng Vinpearl Safari Phú Quốc,"Khám phá Vinpearl Safari Phú Quốc, vườn thú mở đầu tiên và duy nhất tại Việt Nam với quy mô 380 héc-ta, nơi cư trú của hơn 150 loài động vật từ khắp nơi trên thế giới.

- Tham quan Vườn thú mở và Công",
1262488,,Công viên Suối khoáng nóng Núi Thần Tài,"Khám phá Công viên Suối khoáng nóng Núi Thần Tài tại Đà Nẵng, nơi giao hòa giữa không khí thành phố biển và khí hậu đặc trưng của vùng núi Bà Nà.

- Thư giãn tại Hồ Vâm Rồng với các nguồn suối khoáng",
1262976,1262387,Vé vào cổng Công viên giải trí VinWonders Nam Hội An,"Khám phá VinWonders Nam Hội An, điểm đến kết hợp hài hòa giữa các hoạt động giải trí hiện đại với văn hóa, nghệ thuật và thiên nhiên. Tọa lạc cách Phố cổ Hội An 15 km, công viên này tái hiện không gia",
